fdcId,name,dravyaId,rule,key,contested,losers
4229,"Asparagus, canned, cooked, no added fat",dravya.asparagus,M1,asparagus,0,
4230,"Asparagus, NS as to form, cooked",dravya.asparagus,M1,asparagus,0,
4231,"Asparagus, fresh, cooked, fat added, NS as to fat type",dravya.asparagus,M1,asparagus,0,
4232,"Asparagus, frozen, cooked, fat added, NS as to fat type",dravya.asparagus,M1,asparagus,0,
4233,"Asparagus, canned, cooked, fat added, NS as to fat type",dravya.asparagus,M1,asparagus,0,
4234,"Asparagus, fresh, cooked with oil",dravya.asparagus,M1,asparagus,0,
4235,"Asparagus, fresh, cooked with butter or margarine",dravya.asparagus,M1,asparagus,0,
4236,"Asparagus, frozen, cooked with oil",dravya.asparagus,M1,asparagus,0,
4237,"Asparagus, frozen, cooked with butter or margarine",dravya.asparagus,M1,asparagus,0,
4238,"Asparagus, canned, cooked with oil",dravya.asparagus,M1,asparagus,0,
4239,"Asparagus, canned, cooked with butter or margarine",dravya.asparagus,M1,asparagus,0,
4244,"Green beans, cooked, from restaurant",dravya.green-beans,M1,green beans,0,
4245,"Green beans, fresh, cooked, no added fat",dravya.green-beans,M1,green beans,0,
4246,"Green beans, frozen, cooked, no added fat",dravya.green-beans,M1,green beans,0,
4247,"Green beans, canned, cooked, no added fat",dravya.green-beans,M1,green beans,0,
4248,"Green beans, NS as to form, cooked",dravya.green-beans,M1,green beans,0,
4249,"Green beans, fresh, cooked, fat added, NS as to fat type",dravya.green-beans,M1,green beans,0,
4250,"Green beans, frozen, cooked, fat added, NS as to fat type",dravya.green-beans,M1,green beans,0,
4251,"Green beans, canned, cooked, fat added, NS as to fat type",dravya.green-beans,M1,green beans,0,
4252,"Green beans, fresh, cooked with oil",dravya.green-beans,M1,green beans,0,
4253,"Green beans, fresh, cooked with butter or margarine",dravya.green-beans,M1,green beans,0,
4254,"Green beans, frozen, cooked with oil",dravya.green-beans,M1,green beans,0,
4255,"Green beans, frozen, cooked with butter or margarine",dravya.green-beans,M1,green beans,0,
4256,"Green beans, canned, cooked with oil",dravya.green-beans,M1,green beans,0,
4257,"Green beans, canned, cooked with butter or margarine",dravya.green-beans,M1,green beans,0,
4258,"Green beans, canned, reduced sodium, cooked, no added fat",dravya.green-beans,M1,green beans,0,
4259,"Green beans, canned, reduced sodium, cooked, fat added, NS as to fat type",dravya.green-beans,M1,green beans,0,
4260,"Green beans, canned, reduced sodium, cooked with oil",dravya.green-beans,M1,green beans,0,
4261,"Green beans, canned, reduced sodium, cooked with butter or margarine",dravya.green-beans,M1,green beans,0,
4263,"Yellow string beans, cooked",dravya.green-beans,M2,string beans,0,
4271,"Bitter melon, cooked",dravya.bitter-gourd,M1,bitter melon,0,
4272,"Breadfruit, cooked",dravya.breadfruit,M1,breadfruit,0,
4280,"Cabbage, Chinese, cooked, no added fat",dravya.cabbage,M1,cabbage,0,
4281,"Cabbage, Chinese, cooked, fat added",dravya.cabbage,M1,cabbage,0,
4282,"Cabbage, green, cooked, no added fat",dravya.cabbage,M1,cabbage,0,
4283,"Cabbage, green, cooked, fat added, NS as to fat type",dravya.cabbage,M1,cabbage,0,
4284,"Cabbage, green, cooked with oil",dravya.cabbage,M1,cabbage,0,
4285,"Cabbage, green, cooked with butter or margarine",dravya.cabbage,M1,cabbage,0,
4286,"Cabbage, red, cooked",dravya.cabbage,M1,cabbage,0,
4287,"Cabbage, savoy, cooked",dravya.cabbage,M1,cabbage,0,
4290,"Cauliflower, fresh, cooked, no added fat",dravya.cauliflower,M1,cauliflower,0,
4291,"Cauliflower, frozen, cooked, no added fat",dravya.cauliflower,M1,cauliflower,0,
4292,"Cauliflower, NS as to form, cooked",dravya.cauliflower,M1,cauliflower,0,
4293,"Cauliflower, fresh, cooked, fat added, NS as to fat type",dravya.cauliflower,M1,cauliflower,0,
4294,"Cauliflower, frozen, cooked, fat added, NS as to fat type",dravya.cauliflower,M1,cauliflower,0,
4295,"Cauliflower, fresh, cooked with oil",dravya.cauliflower,M1,cauliflower,0,
4296,"Cauliflower, fresh, cooked with butter or margarine",dravya.cauliflower,M1,cauliflower,0,
4297,"Cauliflower, frozen, cooked with oil",dravya.cauliflower,M1,cauliflower,0,
4298,"Cauliflower, frozen, cooked with butter or margarine",dravya.cauliflower,M1,cauliflower,0,
4299,"Celery, cooked",dravya.celery,M1,celery,0,
4300,"Fennel bulb, cooked",dravya.fennel-bulb,M1,fennel bulb,0,
4302,"Corn, cooked, from restaurant",dravya.corn,M1,corn,0,
4303,"Corn, fresh, cooked, no added fat",dravya.corn,M1,corn,0,
4304,"Corn, frozen, cooked, no added fat",dravya.corn,M1,corn,0,
4305,"Corn, canned, cooked, no added fat",dravya.corn,M1,corn,0,
4306,"Corn, NS as to form, cooked",dravya.corn,M1,corn,0,
4307,"Corn, fresh, cooked, fat added, NS as to fat type",dravya.corn,M1,corn,0,
4308,"Corn, frozen, cooked, fat added, NS as to fat type",dravya.corn,M1,corn,0,
4309,"Corn, canned, cooked, fat added, NS as to fat type",dravya.corn,M1,corn,0,
4310,"Corn, fresh, cooked with oil",dravya.corn,M1,corn,0,
4311,"Corn, fresh, cooked with butter or margarine",dravya.corn,M1,corn,0,
4312,"Corn, frozen, cooked with oil",dravya.corn,M1,corn,0,
4313,"Corn, frozen, cooked with butter or margarine",dravya.corn,M1,corn,0,
4314,"Corn, canned, cooked with oil",dravya.corn,M1,corn,0,
4315,"Corn, canned, cooked with butter or margarine",dravya.corn,M1,corn,0,
4316,"Corn, creamed",dravya.corn,M1,corn,0,
4317,"Corn, canned, reduced sodium, cooked, no added fat",dravya.corn,M1,corn,0,
4318,"Corn, canned, reduced sodium, cooked, fat added, NS as to fat type",dravya.corn,M1,corn,0,
4319,"Corn, canned, reduced sodium, cooked with oil",dravya.corn,M1,corn,0,
4320,"Corn, canned, reduced sodium, cooked with butter or margarine",dravya.corn,M1,corn,0,
4321,"Cucumber, cooked",dravya.cucumber,M1,cucumber,0,
4322,"Eggplant, cooked, no added fat",dravya.eggplant,M1,eggplant,0,
4323,"Eggplant, cooked, fat added",dravya.eggplant,M1,eggplant,0,
4325,"Garlic, cooked",dravya.garlic,M1,garlic,0,
4327,"Kohlrabi, cooked",dravya.kohlrabi,M1,kohlrabi,0,
4329,"Lotus root, cooked",dravya.lotus-root,M1,lotus root,0,
4337,"Okra, fresh, cooked, no added fat",dravya.okra,M1,okra,0,
4338,"Okra, frozen, cooked, no added fat",dravya.okra,M1,okra,0,
4339,"Okra, NS as to form, cooked",dravya.okra,M1,okra,0,
4340,"Okra, fresh, cooked, fat added",dravya.okra,M1,okra,0,
4341,"Okra, frozen, cooked, fat added",dravya.okra,M1,okra,0,
4342,"Lettuce, cooked",dravya.lettuce,M1,lettuce,0,
4351,"Green peas, cooked, from restaurant",dravya.green-pea-fresh,M1,green peas,0,
4352,"Green peas, fresh, cooked, no added fat",dravya.green-pea-fresh,M1,green peas,0,
4353,"Green peas, frozen, cooked, no added fat",dravya.green-pea-fresh,M1,green peas,0,
4354,"Green peas, canned, cooked, no added fat",dravya.green-pea-fresh,M1,green peas,0,
4355,"Green peas, NS as to form, cooked",dravya.green-pea-fresh,M1,green peas,0,
4356,"Green peas, fresh, cooked, fat added, NS as to fat type",dravya.green-pea-fresh,M1,green peas,0,
4357,"Green peas, frozen, cooked, fat added, NS as to fat type",dravya.green-pea-fresh,M1,green peas,0,
4358,"Green peas, canned, cooked, fat added, NS as to fat type",dravya.green-pea-fresh,M1,green peas,0,
4359,"Green peas, fresh, cooked with oil",dravya.green-pea-fresh,M1,green peas,0,
4360,"Green peas, fresh, cooked with butter or margarine",dravya.green-pea-fresh,M1,green peas,0,
4361,"Green peas, frozen, cooked with oil",dravya.green-pea-fresh,M1,green peas,0,
4362,"Green peas, frozen, cooked with butter or margarine",dravya.green-pea-fresh,M1,green peas,0,
4363,"Green peas, canned, cooked with oil",dravya.green-pea-fresh,M1,green peas,0,
4364,"Green peas, canned, cooked with butter or margarine",dravya.green-pea-fresh,M1,green peas,0,
4365,"Green peas, canned, reduced sodium, cooked, no added fat",dravya.green-pea-fresh,M1,green peas,0,
4366,"Green peas, canned, reduced sodium, cooked, fat added, NS as to fat type",dravya.green-pea-fresh,M1,green peas,0,
4367,"Green peas, canned, reduced sodium, cooked with oil",dravya.green-pea-fresh,M1,green peas,0,
4368,"Green peas, canned, reduced sodium, cooked with butter or margarine",dravya.green-pea-fresh,M1,green peas,0,
4384,"Summer squash, yellow or green, fresh, cooked, no added fat",dravya.summer-squash,M1,summer squash,0,
4385,"Summer squash, yellow or green, frozen, cooked, no added fat",dravya.summer-squash,M1,summer squash,0,
4386,"Summer squash, yellow or green, NS as to form, cooked",dravya.summer-squash,M1,summer squash,0,
4387,"Summer squash, yellow or green, fresh, cooked, fat added, NS as to fat type",dravya.summer-squash,M1,summer squash,0,
4388,"Summer squash, yellow or green, frozen, cooked, fat added, NS as to fat type",dravya.summer-squash,M1,summer squash,0,
4389,"Summer squash, yellow or green, canned, cooked, fat added, NS as to fat type",dravya.summer-squash,M1,summer squash,0,
4390,"Summer squash, yellow or green, fresh, cooked with oil",dravya.summer-squash,M1,summer squash,0,
4391,"Summer squash, yellow or green, fresh, cooked with butter or margarine",dravya.summer-squash,M1,summer squash,0,
4392,"Summer squash, yellow or green, frozen, cooked with oil",dravya.summer-squash,M1,summer squash,0,
4393,"Summer squash, yellow or green, frozen, cooked with butter or margarine",dravya.summer-squash,M1,summer squash,0,
4395,"Turnip, cooked",dravya.turnip,M1,turnip,0,
4397,"Winter melon, cooked",dravya.ash-gourd,M1,winter melon,0,
4425,"Broccoli, cauliflower and carrots, cooked, no added fat",dravya.broccoli,M1,broccoli,0,
4426,"Broccoli, cauliflower and carrots, cooked, fat added",dravya.broccoli,M1,broccoli,0,
4429,"Jai, Monk's Food",dravya.oats,M1,jai,0,
4462,"Green beans, pickled",dravya.green-beans,M1,green beans,0,
4464,"Celery, pickled",dravya.celery,M1,celery,0,
4466,"Cauliflower, pickled",dravya.cauliflower,M1,cauliflower,0,
4467,"Cabbage, green, pickled",dravya.cabbage,M1,cabbage,0,
4468,"Cabbage, red, pickled",dravya.cabbage,M1,cabbage,0,
4473,"Ginger root, pickled",dravya.ginger-fresh,M1,ginger root,0,
4478,"Okra, pickled",dravya.okra,M1,okra,0,
4493,"Turnip, pickled",dravya.turnip,M1,turnip,0,
4495,"Zucchini, pickled",dravya.zucchini,M1,zucchini,0,
4572,Coconut oil,dravya.coconut-oil,M1,coconut oil,0,
4575,Flaxseed oil,dravya.flaxseed-oil,M1,flaxseed oil,0,
4576,Olive oil,dravya.olive-oil,M1,olive oil,0,
4577,Peanut oil,dravya.peanut-oil,M1,peanut oil,0,
4579,Safflower oil,dravya.safflower-oil,M1,safflower oil,0,
4580,Sesame oil,dravya.sesame-oil,M1,sesame oil,0,
4582,Sunflower oil,dravya.sunflower-oil,M1,sunflower oil,0,
4632,"Chicken, for use with vegetables",dravya.broiler-chicken,M1,chicken,0,
4638,"Avocado, for use on a sandwich",dravya.avocado,M1,avocado,0,
4639,"Cucumber, for use on a sandwich",dravya.cucumber,M1,cucumber,0,
4640,"Lettuce, for use on a sandwich",dravya.lettuce,M1,lettuce,0,
4644,"Spinach, for use on a sandwich",dravya.spinach,M1,spinach,0,
5124,"Potato, cooked, as ingredient",dravya.potato,M1,potato,0,
5125,"Spinach, cooked, as ingredient",dravya.spinach,M1,spinach,0,
5126,"Broccoli, cooked, as ingredient",dravya.broccoli,M1,broccoli,0,
5128,"Sweet potato, cooked, as ingredient",dravya.sweet-potato,M1,sweet potato,1,dravya.potato
5134,"Cabbage, cooked, as ingredient",dravya.cabbage,M1,cabbage,0,
5135,"Cauliflower, cooked, as ingredient",dravya.cauliflower,M1,cauliflower,0,
5136,"Eggplant, cooked, as ingredient",dravya.eggplant,M1,eggplant,0,
5137,"Green beans, cooked, as ingredient",dravya.green-beans,M1,green beans,0,
5138,"Summer squash, cooked, as ingredient",dravya.summer-squash,M1,summer squash,0,
5139,"Celery, cooked, as ingredient",dravya.celery,M1,celery,0,
5223,"Fish, salmon, king, chinook, smoked and canned (Alaska Native)",dravya.salmon,M1,salmon,0,
5224,"Fish, salmon, king, chinook, smoked, brined (Alaska Native)",dravya.salmon,M1,salmon,0,
5225,"Fish, salmon, king, chinook, liver (Alaska Native)",dravya.salmon,M1,salmon,0,
5240,"Corn, dried (Navajo)",dravya.corn,M1,corn,0,
5243,"Mutton, cooked, roasted (Navajo)",dravya.goat-meat,M1,mutton,0,
5248,"Fish, salmon, coho (silver), raw (Alaska Native)",dravya.salmon,M1,salmon,0,
5251,"Fish, salmon, red, canned, bones removed (Alaska Native)",dravya.salmon,M1,salmon,0,
5254,"Fish, salmon, red, (sockeye), canned, smoked (Alaska Native)",dravya.salmon,M1,salmon,0,
5255,"Fish, salmon, red, (sockeye), kippered (Alaska Native)",dravya.salmon,M1,salmon,0,
5256,"Fish, salmon, king, with skin, kippered, (Alaska Native)",dravya.salmon,M1,salmon,0,
5262,"Corn, dried, yellow (Northern Plains Indians)",dravya.corn,M1,corn,0,
5310,"Turkey, wing, smoked, cooked, with skin, bone removed",dravya.turkey,M1,turkey,0,
5311,"Turkey, drumstick, smoked, cooked, with skin, bone removed",dravya.turkey,M1,turkey,0,
5313,"Pork, cured, bacon, cooked, broiled, pan-fried or roasted, reduced sodium",dravya.pork,M1,pork,0,
5314,"Turkey, light or dark meat, smoked, cooked, skin and bone removed",dravya.turkey,M1,turkey,0,
5319,"Chicken, meatless, breaded, fried",dravya.broiler-chicken,M1,chicken,0,
5335,"Oil, corn, peanut, and olive",dravya.corn,M1,corn,0,
5345,"Lemon juice, raw",dravya.lemon,M2,lemon,0,
5346,"Lemon juice from concentrate, canned or bottled",dravya.lemon,M2,lemon,0,
5365,"Pineapple, canned, juice pack, drained",dravya.pineapple,M1,pineapple,0,
5369,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid",dravya.apple,M2,apple,0,
5373,"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added ascorbic acid",dravya.apple,M2,apple,0,
5385,"Pomegranate juice, bottled",dravya.pomegranate-juice,M1,pomegranate juice,1,dravya.pomegranate
5392,"Orange juice, chilled, includes from concentrate, with added calcium and vitamins A, D, E",dravya.orange-juice,M1,orange juice,1,dravya.orange
5393,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium",dravya.apple,M2,apple,0,
5398,"Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw",dravya.pork,M1,pork,0,
5399,"Pork, fresh, backfat, raw",dravya.pork,M1,pork,0,
5400,"Pork, fresh, belly, raw",dravya.pork,M1,pork,0,
5401,"Pork, fresh, separable fat, raw",dravya.pork,M1,pork,0,
5402,"Pork, fresh, leg (ham), rump half, separable lean and fat, raw",dravya.pork,M1,pork,0,
5403,"Pork, fresh, leg (ham), rump half, separable lean and fat, cooked, roasted",dravya.pork,M1,pork,0,
5404,"Pork, fresh, leg (ham), rump half, separable lean only, raw (Includes foods for USDA's Food Distribution Program)",dravya.pork,M1,pork,0,
5405,"Pork, fresh, leg (ham), rump half, separable lean only, cooked, roasted",dravya.pork,M1,pork,0,
5406,"Pork, fresh, loin, whole, separable lean and fat, raw",dravya.pork,M1,pork,0,
5407,"Pork, fresh, loin, whole, separable lean and fat, cooked, braised",dravya.pork,M1,pork,0,
5408,"Pork, fresh, loin, whole, separable lean and fat, cooked, broiled",dravya.pork,M1,pork,0,
5409,"Pork, fresh, loin, whole, separable lean and fat, cooked, roasted",dravya.pork,M1,pork,0,
5410,"Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean and fat, raw",dravya.pork,M1,pork,0,
5411,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, braised",dravya.pork,M1,pork,0,
5412,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, broiled",dravya.pork,M1,pork,0,
5413,"Pork, fresh, loin, blade (roasts), bone-in, separable lean and fat, cooked, roasted",dravya.pork,M1,pork,0,
5414,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, braised",dravya.pork,M1,pork,0,
5415,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, broiled",dravya.pork,M1,pork,0,
5416,"Pork, fresh, loin, center loin (roasts), bone-in, separable lean and fat, cooked, roasted",dravya.pork,M1,pork,0,
5417,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, raw",dravya.pork,M1,pork,0,
5418,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, braised",dravya.pork,M1,pork,0,
5419,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, broiled",dravya.pork,M1,pork,0,
5420,"Pork, fresh, loin, center rib (roasts), bone-in, separable lean and fat, cooked, roasted",dravya.pork,M1,pork,0,
5421,"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean only, raw",dravya.pork,M1,pork,0,
5422,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, braised",dravya.pork,M1,pork,0,
5423,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, broiled",dravya.pork,M1,pork,0,
5424,"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean and fat, cooked, roasted",dravya.pork,M1,pork,0,
5425,"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean only, raw",dravya.pork,M1,pork,0,
5426,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, braised",dravya.pork,M1,pork,0,
5427,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw",dravya.pork,M1,pork,0,
5428,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, braised",dravya.pork,M1,pork,0,
5429,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled",dravya.pork,M1,pork,0,
5430,"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted",dravya.pork,M1,pork,0,
5431,"Pork, fresh, shoulder, whole, separable lean and fat, raw",dravya.pork,M1,pork,0,
5432,"Pork, fresh, shoulder, whole, separable lean and fat, cooked, roasted",dravya.pork,M1,pork,0,
5433,"Pork, fresh, shoulder, whole, separable lean only, raw",dravya.pork,M1,pork,0,
5434,"Pork, fresh, shoulder, whole, separable lean only, cooked, roasted",dravya.pork,M1,pork,0,
5435,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",dravya.pork,M1,pork,0,
5436,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, roasted",dravya.pork,M1,pork,0,
5437,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, raw",dravya.pork,M1,pork,0,
5438,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised",dravya.pork,M1,pork,0,
5439,"Pork, fresh, shoulder, blade, boston (steaks), separable lean and fat, cooked, broiled",dravya.pork,M1,pork,0,
5440,"Pork, fresh, shoulder, blade, boston (roasts), separable lean only, cooked, roasted",dravya.pork,M1,pork,0,
5441,"Pork, fresh, spareribs, separable lean and fat, raw",dravya.pork,M1,pork,0,
5442,"Pork, fresh, spareribs, separable lean and fat, cooked, braised",dravya.pork,M1,pork,0,
5443,"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked",dravya.pork,M1,pork,0,
5444,"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered",dravya.pork,M1,pork,0,
5445,"Pork, fresh, variety meats and by-products, ears, frozen, raw",dravya.pork,M1,pork,0,
5446,"Pork, fresh, variety meats and by-products, ears, frozen, cooked, simmered",dravya.pork,M1,pork,0,
5447,"Pork, fresh, variety meats and by-products, feet, raw",dravya.pork,M1,pork,0,
5448,"Pork, fresh, variety meats and by-products, kidneys, cooked, braised",dravya.pork,M1,pork,0,
5449,"Pork, fresh, variety meats and by-products, leaf fat, raw",dravya.pork,M1,pork,0,
5450,"Pork, fresh, variety meats and by-products, liver, raw",dravya.pork,M1,pork,0,
5451,"Pork, fresh, variety meats and by-products, liver, cooked, braised",dravya.pork,M1,pork,0,
5452,"Pork, fresh, variety meats and by-products, lungs, raw",dravya.pork,M1,pork,0,
5453,"Pork, fresh, variety meats and by-products, spleen, raw",dravya.pork,M1,pork,0,
5454,"Pork, fresh, variety meats and by-products, spleen, cooked, braised",dravya.pork,M1,pork,0,
5455,"Pork, fresh, variety meats and by-products, stomach, raw",dravya.pork,M1,pork,0,
5456,"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, pan-fried",dravya.pork,M1,pork,0,
5458,"Pork, cured, feet, pickled",dravya.pork,M1,pork,0,
5459,"Pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted",dravya.pork,M1,pork,0,
5460,"Pork, cured, ham, boneless, regular (approximately 11% fat), roasted",dravya.pork,M1,pork,0,
5461,"Pork, cured, ham, patties, unheated",dravya.pork,M1,pork,0,
5462,"Pork, cured, ham, steak, boneless, extra lean, unheated",dravya.pork,M1,pork,0,
5463,"Pork, cured, ham, whole, separable lean and fat, unheated",dravya.pork,M1,pork,0,
5464,"Pork, cured, ham, whole, separable lean only, unheated",dravya.pork,M1,pork,0,
5465,"Pork, cured, separable fat (from ham and arm picnic), unheated",dravya.pork,M1,pork,0,
5466,"Pork, cured, separable fat (from ham and arm picnic), roasted",dravya.pork,M1,pork,0,
5467,"Pork, cured, shoulder, arm picnic, separable lean and fat, roasted",dravya.pork,M1,pork,0,
5468,"Pork, cured, shoulder, arm picnic, separable lean only, roasted",dravya.pork,M1,pork,0,
5469,"Pork, fresh, variety meats and by-products, tail, cooked, simmered",dravya.pork,M1,pork,0,
5470,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, pan-fried",dravya.pork,M1,pork,0,
5471,"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, pan-fried",dravya.pork,M1,pork,0,
5472,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, pan-fried",dravya.pork,M1,pork,0,
5473,"Pork, cured, ham, extra lean and regular, canned, unheated",dravya.pork,M1,pork,0,
5474,"Pork, cured, ham, extra lean and regular, canned, roasted",dravya.pork,M1,pork,0,
5475,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, pan-fried",dravya.pork,M1,pork,0,
5476,"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, raw",dravya.pork,M1,pork,0,
5477,"Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean and fat, raw",dravya.pork,M1,pork,0,
5478,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, braised",dravya.pork,M1,pork,0,
5479,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, broiled",dravya.pork,M1,pork,0,
5480,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, pan-fried",dravya.pork,M1,pork,0,
5481,"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, pan-fried",dravya.pork,M1,pork,0,
5482,"Pork, fresh, loin, center rib (roasts), boneless, separable lean only, cooked, roasted",dravya.pork,M1,pork,0,
5483,"Pork, fresh, loin, country-style ribs, separable lean and fat, raw",dravya.pork,M1,pork,0,
5484,"Pork, fresh, loin, country-style ribs, separable lean and fat, cooked, braised",dravya.pork,M1,pork,0,
5485,"Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, roasted",dravya.pork,M1,pork,0,
5486,"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, braised",dravya.pork,M1,pork,0,
5487,"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, broiled",dravya.pork,M1,pork,0,
5488,"Pork, fresh, loin, sirloin (roasts), boneless, separable lean and fat, cooked, roasted",dravya.pork,M1,pork,0,
5489,"Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean only, raw",dravya.pork,M1,pork,0,
5490,"Pork, fresh, ground, raw",dravya.pork,M1,pork,0,
5491,"Pork, fresh, ground, cooked",dravya.pork,M1,pork,0,
5492,"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, broiled",dravya.pork,M1,pork,0,
5493,"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, roasted",dravya.pork,M1,pork,0,
5494,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, cooked",dravya.pork,M1,pork,0,
5495,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, raw",dravya.pork,M1,pork,0,
5496,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, cooked",dravya.pork,M1,pork,0,
5497,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, pan-broiled",dravya.pork,M1,pork,0,
5498,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, cooked, pan-broiled",dravya.pork,M1,pork,0,
5499,"Pork, cured, bacon, cooked, baked",dravya.pork,M1,pork,0,
5500,"Pork, cured, ham -- water added, rump, bone-in, separable lean only, heated, roasted",dravya.pork,M1,pork,0,
5501,"Pork, cured, ham -- water added, rump, bone-in, separable lean only, unheated",dravya.pork,M1,pork,0,
5502,"Pork, cured, ham -- water added, shank, bone-in, separable lean only, heated, roasted",dravya.pork,M1,pork,0,
5503,"Pork, cured, ham -- water added, slice, bone-in, separable lean only, heated, pan-broil",dravya.pork,M1,pork,0,
5504,"Pork, cured, ham with natural juices, rump, bone-in, separable lean only, heated, roasted",dravya.pork,M1,pork,0,
5505,"Pork, cured, ham with natural juices, shank, bone-in, separable lean only, heated, roasted",dravya.pork,M1,pork,0,
5574,"Fish, salmon, tipnuk, fermented (Alaska Native)",dravya.salmon,M1,salmon,0,
5575,"Fish, salmon, king, chinook, kippered, canned (Alaska Native)",dravya.salmon,M1,salmon,0,
5588,"Corn, white, steamed (Navajo)",dravya.corn,M1,corn,0,
5596,"Fish, salmon, sockeye (red), raw (Alaska Native)",dravya.salmon,M1,salmon,0,
5597,"Fish, Salmon, Chum, raw (Alaska Native)",dravya.salmon,M1,salmon,0,
5598,"Fish, salmon, king (chinook), raw (Alaska Native)",dravya.salmon,M1,salmon,0,
5605,"Fish, salmon, chum, dried (Alaska Native)",dravya.salmon,M1,salmon,0,
5647,Papad,dravya.urad-papad,M1,papad,0,
5650,"Pork, cured, ham, low sodium, lean and fat, cooked",dravya.pork,M1,pork,0,
5651,"Pork, cured, ham, boneless, low sodium, extra lean (approximately 5% fat), roasted",dravya.pork,M1,pork,0,
5660,"Turkey, light or dark meat, smoked, cooked, with skin, bone removed",dravya.turkey,M1,turkey,0,
5688,"Fish, mackerel, salted",dravya.mackerel,M1,mackerel,0,
5689,"Java-plum, (jambolan), raw",dravya.jamun,M1,java plum,0,
5695,"Lime juice, raw",dravya.lime,M2,lime,0,
5696,"Lime juice, canned or bottled, unsweetened",dravya.lime,M2,lime,0,
5698,"Prunes, canned, heavy syrup pack, solids and liquids",dravya.prunes,M1,prunes,0,
5699,"Prunes, dehydrated (low-moisture), uncooked",dravya.prunes,M1,prunes,0,
5700,"Prunes, dehydrated (low-moisture), stewed",dravya.prunes,M1,prunes,0,
5704,"Raisins, dark, seedless (Includes foods for USDA's Food Distribution Program)",dravya.raisins,M1,raisins,0,
5709,"Roselle, raw",dravya.hibiscus-dry,M1,roselle,0,
5726,"Pineapple juice, canned or bottled, unsweetened, with added ascorbic acid",dravya.pineapple,M2,pineapple,0,
5727,"Apple juice, frozen concentrate, unsweetened, undiluted, with added ascorbic acid",dravya.apple,M2,apple,0,
5731,"Pineapple, raw, traditional varieties",dravya.pineapple,M1,pineapple,0,
5732,"Pineapple, raw, extra sweet variety",dravya.pineapple,M1,pineapple,0,
